arrival_date,commodity,variety,mandi_name,state,price_modal_kg,arrivals_mt,price_lag_1,price_lag_7,price_lag_14,arrivals_lag_1,arrivals_7day_avg,season_week,month,year,price_yoy,arrivals_yoy,bearing_year_flag,export_demand_proxy,flowering_weather_score
2019-06-17,Mango,Mallika,Bhagalpur APMC,Bihar,103.72,234.32,96.96,105.43,102.78,244.67,274.9242857142857,16,6,2019,2.299999999999997,17.00999999999999,1,72.1983,57.67
2019-06-24,Mango,Mallika,Bhagalpur APMC,Bihar,98.67,181.32,103.72,110.19,117.61,234.32,261.3928571428571,17,6,2019,-5.439999999999998,-21.47,1,72.3803,65.7
2020-05-04,Mango,Mallika,Bhagalpur APMC,Bihar,105.97,225.76,98.67,98.48,101.46,181.32,249.2085714285714,10,5,2020,0.7199999999999989,27.379999999999995,0,74.5764,78.52
2020-05-11,Mango,Mallika,Bhagalpur APMC,Bihar,110.8,265.38,105.97,101.02,103.65,225.76,246.00857142857143,11,5,2020,5.36999999999999,119.93,0,74.2987,76.37
2020-05-18,Mango,Mallika,Bhagalpur APMC,Bihar,116.95,260.81,110.8,102.11,101.42,265.38,242.24857142857144,12,5,2020,6.760000000000005,-15.230000000000018,0,74.5853,70.55
2020-05-25,Mango,Mallika,Bhagalpur APMC,Bihar,102.35,258.26,116.95,100.1,104.11,260.81,238.6457142857143,13,5,2020,3.8699999999999903,-52.79000000000002,0,74.1082,71.41
2020-06-01,Mango,Mallika,Bhagalpur APMC,Bihar,107.24,240.07,102.35,96.96,105.25,258.26,237.98857142857145,14,6,2020,6.219999999999999,-47.70999999999998,0,74.0885,66.14
2020-06-08,Mango,Mallika,Bhagalpur APMC,Bihar,97.16,218.83,107.24,103.72,105.43,240.07,235.7757142857143,15,6,2020,-4.950000000000003,-68.29999999999998,0,74.1721,64.93
2020-06-15,Mango,Mallika,Bhagalpur APMC,Bihar,104.72,178.97,97.16,98.67,110.19,218.83,235.44000000000003,16,6,2020,4.6200000000000045,-104.51000000000002,0,74.5502,62.71
2020-06-22,Mango,Mallika,Bhagalpur APMC,Bihar,107.66,161.07,104.72,105.97,98.48,178.97,226.19857142857146,17,6,2020,10.700000000000003,-83.6,0,74.1823,69.06
2020-06-29,Mango,Mallika,Bhagalpur APMC,Bihar,113.52,155.78,107.66,110.8,101.02,161.07,210.54142857142855,18,6,2020,9.799999999999997,-78.53999999999999,0,73.913,62.32
2021-05-03,Mango,Mallika,Bhagalpur APMC,Bihar,99.63,285.53,113.52,116.95,102.11,155.78,214.07285714285715,10,5,2021,0.9599999999999937,104.20999999999998,1,75.8944,69.04
2021-05-10,Mango,Mallika,Bhagalpur APMC,Bihar,111.95,280.4,99.63,102.35,100.1,285.53,217.2357142857143,11,5,2021,5.980000000000004,54.639999999999986,1,76.7166,81.07
2021-05-17,Mango,Mallika,Bhagalpur APMC,Bihar,95.76,300.72,111.95,107.24,96.96,280.4,225.89999999999995,12,5,2021,-15.039999999999992,35.34000000000003,1,76.0824,74.94
2021-05-24,Mango,Mallika,Bhagalpur APMC,Bihar,102.38,319.19,95.76,97.16,103.72,300.72,240.23714285714283,13,5,2021,-14.570000000000007,58.379999999999995,1,76.557,73.46
2021-05-31,Mango,Mallika,Bhagalpur APMC,Bihar,102.77,295.46,102.38,104.72,98.67,319.19,256.87857142857143,14,5,2021,0.4200000000000017,37.19999999999999,1,75.72,78.48
2021-06-07,Mango,Mallika,Bhagalpur APMC,Bihar,98.72,281.68,102.77,107.66,105.97,295.46,274.10857142857145,15,6,2021,-8.519999999999996,41.610000000000014,1,75.5074,67.24
2021-06-14,Mango,Mallika,Bhagalpur APMC,Bihar,101.88,235.81,98.72,113.52,110.8,281.68,285.5414285714286,16,6,2021,4.719999999999999,16.97999999999999,1,75.601,66.67
2021-06-21,Mango,Mallika,Bhagalpur APMC,Bihar,102.27,190.63,101.88,99.63,116.95,235.81,271.9842857142857,17,6,2021,-2.450000000000003,11.659999999999997,1,75.8618,61.57
2021-06-28,Mango,Mallika,Bhagalpur APMC,Bihar,100.29,170.91,102.27,111.95,102.35,190.63,256.3428571428571,18,6,2021,-7.36999999999999,9.840000000000003,1,75.0516,70.01
2022-05-02,Mango,Mallika,Bhagalpur APMC,Bihar,105.54,219.74,100.29,95.76,107.24,170.91,244.7742857142857,9,5,2022,-7.97999999999999,63.96000000000001,0,78.1254,73.91
2022-05-09,Mango,Mallika,Bhagalpur APMC,Bihar,110.14,250.25,105.54,102.38,97.16,219.74,234.9257142857143,10,5,2022,10.510000000000005,-35.27999999999997,0,77.5064,80.25
2022-05-16,Mango,Mallika,Bhagalpur APMC,Bihar,108.93,223.74,110.14,102.77,104.72,250.25,224.68,11,5,2022,-3.019999999999996,-56.65999999999997,0,77.6511,72.74
2022-05-23,Mango,Mallika,Bhagalpur APMC,Bihar,113.46,251.2,108.93,98.72,107.66,223.74,220.32571428571427,12,5,2022,17.69999999999999,-49.52000000000004,0,78.1715,84.32
2022-05-30,Mango,Mallika,Bhagalpur APMC,Bihar,113.38,245.65,113.46,101.88,113.52,251.2,221.73142857142855,13,5,2022,11.0,-73.53999999999999,0,77.6244,73.84
2022-06-06,Mango,Mallika,Bhagalpur APMC,Bihar,111.34,224.65,113.38,102.27,99.63,245.65,226.59142857142857,14,6,2022,8.570000000000007,-70.80999999999997,0,77.6196,62.59
2022-06-13,Mango,Mallika,Bhagalpur APMC,Bihar,100.83,188.54,111.34,100.29,111.95,224.65,229.10999999999999,15,6,2022,2.1099999999999994,-93.14000000000001,0,77.5123,69.05
2022-06-20,Mango,Mallika,Bhagalpur APMC,Bihar,115.33,179.9,100.83,105.54,95.76,188.54,223.41857142857143,16,6,2022,13.450000000000003,-55.91,0,77.1955,56.39
2022-06-27,Mango,Mallika,Bhagalpur APMC,Bihar,104.68,130.04,115.33,110.14,102.38,179.9,206.24571428571429,17,6,2022,2.410000000000011,-60.59,0,76.8591,66.6
2023-05-01,Mango,Mallika,Bhagalpur APMC,Bihar,110.92,237.92,104.68,108.93,102.77,130.04,208.27142857142857,9,5,2023,10.629999999999995,67.00999999999999,1,79.2548,77.02
2023-05-08,Mango,Mallika,Bhagalpur APMC,Bihar,115.35,268.9,110.92,113.46,98.72,237.92,210.79999999999998,10,5,2023,9.809999999999988,49.15999999999997,1,79.4334,78.95
2023-05-15,Mango,Mallika,Bhagalpur APMC,Bihar,103.25,308.61,115.35,113.38,101.88,268.9,219.7942857142857,11,5,2023,-6.890000000000001,58.360000000000014,1,79.6239,76.4
2023-05-22,Mango,Mallika,Bhagalpur APMC,Bihar,97.93,303.58,103.25,111.34,102.27,308.61,231.07,12,5,2023,-11.0,79.83999999999997,1,79.3889,80.78
2023-05-29,Mango,Mallika,Bhagalpur APMC,Bihar,114.64,286.97,97.93,100.83,100.29,303.58,245.1314285714286,13,5,2023,1.1800000000000068,35.77000000000004,1,79.5101,79.64
2023-06-05,Mango,Mallika,Bhagalpur APMC,Bihar,103.92,257.24,114.64,115.33,105.54,286.97,256.18,14,6,2023,-9.459999999999994,11.590000000000003,1,79.1829,61.01
2023-06-12,Mango,Mallika,Bhagalpur APMC,Bihar,102.07,266.51,103.92,104.68,110.14,257.24,275.67571428571426,15,6,2023,-9.27000000000001,41.859999999999985,1,79.0261,67.2
2023-06-19,Mango,Mallika,Bhagalpur APMC,Bihar,108.72,215.71,102.07,110.92,108.93,266.51,272.5028571428571,16,6,2023,7.890000000000001,27.170000000000016,1,78.5639,69.64
2023-06-26,Mango,Mallika,Bhagalpur APMC,Bihar,104.77,197.53,108.72,115.35,113.46,215.71,262.3071428571429,17,6,2023,-10.560000000000002,17.629999999999995,1,78.7744,62.91
2024-05-06,Mango,Mallika,Bhagalpur APMC,Bihar,114.01,223.61,104.77,103.25,113.38,197.53,250.16428571428568,10,5,2024,9.329999999999998,93.57000000000002,0,81.2304,71.7
2024-05-13,Mango,Mallika,Bhagalpur APMC,Bihar,109.15,257.56,114.01,97.93,111.34,223.61,243.59,11,5,2024,-1.769999999999996,19.640000000000015,0,81.3396,71.67
2024-05-20,Mango,Mallika,Bhagalpur APMC,Bihar,107.25,242.12,109.15,114.64,100.83,257.56,237.18285714285713,12,5,2024,-8.099999999999994,-26.779999999999973,0,80.8891,75.42
2024-05-27,Mango,Mallika,Bhagalpur APMC,Bihar,109.28,239.61,107.25,103.92,115.33,242.12,234.66428571428574,13,5,2024,6.030000000000001,-69.0,0,80.9869,80.61
2024-06-03,Mango,Mallika,Bhagalpur APMC,Bihar,112.01,237.35,109.28,102.07,104.68,239.61,230.49857142857144,14,6,2024,14.079999999999998,-66.22999999999999,0,80.2868,63.22
2024-06-10,Mango,Mallika,Bhagalpur APMC,Bihar,108.9,202.49,112.01,108.72,110.92,237.35,228.60999999999999,15,6,2024,-5.739999999999995,-84.48000000000002,0,80.3301,59.57
2024-06-17,Mango,Mallika,Bhagalpur APMC,Bihar,104.77,177.23,108.9,104.77,115.35,202.49,225.71,16,6,2024,0.8499999999999943,-80.01000000000002,0,80.2942,56.3
2024-06-24,Mango,Mallika,Bhagalpur APMC,Bihar,101.55,162.96,104.77,114.01,103.25,177.23,217.0457142857143,17,6,2024,-0.519999999999996,-103.54999999999998,0,80.0102,61.92
2025-05-05,Mango,Mallika,Bhagalpur APMC,Bihar,112.47,261.08,101.55,109.15,97.93,162.96,217.54857142857145,10,5,2025,3.75,45.369999999999976,1,82.5352,77.72
2025-05-12,Mango,Mallika,Bhagalpur APMC,Bihar,107.85,285.21,112.47,107.25,114.64,261.08,223.70428571428573,11,5,2025,3.0799999999999983,87.67999999999998,1,82.2727,71.13
2025-05-19,Mango,Mallika,Bhagalpur APMC,Bihar,100.61,310.19,107.85,109.28,103.92,285.21,233.7871428571429,12,5,2025,-13.400000000000006,86.57999999999998,1,82.581,76.03
2025-05-26,Mango,Mallika,Bhagalpur APMC,Bihar,109.75,282.3,100.61,112.01,102.07,310.19,240.20857142857145,13,5,2025,0.5999999999999943,24.74000000000001,1,82.6901,76.38
2025-06-02,Mango,Mallika,Bhagalpur APMC,Bihar,107.49,284.67,109.75,108.9,108.72,282.3,251.9485714285714,14,6,2025,0.23999999999999488,42.55000000000001,1,82.5582,66.34
2025-06-09,Mango,Mallika,Bhagalpur APMC,Bihar,99.99,255.18,107.49,104.77,104.77,284.67,263.0842857142857,15,6,2025,-9.290000000000006,15.569999999999993,1,82.2408,68.61
2025-06-16,Mango,Mallika,Bhagalpur APMC,Bihar,105.82,222.41,99.99,101.55,114.01,255.18,271.57714285714286,16,6,2025,-6.190000000000012,-14.939999999999998,1,82.1806,60.49
2025-06-23,Mango,Mallika,Bhagalpur APMC,Bihar,114.02,184.32,105.82,112.47,109.15,222.41,260.6114285714286,17,6,2025,5.11999999999999,-18.170000000000016,1,81.9515,62.05
2025-06-30,Mango,Mallika,Bhagalpur APMC,Bihar,102.92,172.03,114.02,107.85,107.25,184.32,244.44285714285712,18,6,2025,-1.8499999999999943,-5.199999999999989,1,81.8867,61.39
2026-05-04,Mango,Mallika,Bhagalpur APMC,Bihar,111.65,209.85,102.92,100.61,109.28,172.03,230.10857142857142,10,5,2026,10.100000000000009,46.889999999999986,0,84.5619,77.35
2026-05-11,Mango,Mallika,Bhagalpur APMC,Bihar,113.61,236.67,111.65,109.75,112.01,209.85,223.58999999999997,11,5,2026,1.1400000000000006,-24.409999999999997,0,83.9348,79.32
2026-05-18,Mango,Mallika,Bhagalpur APMC,Bihar,114.81,251.22,113.61,107.49,108.9,236.67,218.8114285714286,12,5,2026,6.960000000000008,-33.98999999999998,0,84.0052,76.81
2026-05-25,Mango,Mallika,Bhagalpur APMC,Bihar,116.05,249.27,114.81,99.99,104.77,251.22,217.96714285714285,13,5,2026,15.439999999999998,-60.91999999999999,0,84.0062,75.88
2026-06-01,Mango,Mallika,Bhagalpur APMC,Bihar,108.28,236.39,116.05,105.82,101.55,249.27,219.96428571428572,14,6,2026,-1.4699999999999989,-45.910000000000025,0,83.8668,59.38
2026-06-08,Mango,Mallika,Bhagalpur APMC,Bihar,95.64,217.76,108.28,114.02,112.47,236.39,224.74142857142857,15,6,2026,-11.849999999999994,-66.91000000000003,0,83.7835,62.57
2026-06-15,Mango,Mallika,Bhagalpur APMC,Bihar,110.81,178.51,95.64,102.92,107.85,217.76,225.66714285714286,16,6,2026,10.820000000000007,-76.67000000000002,0,83.8341,64.4
2026-06-22,Mango,Mallika,Bhagalpur APMC,Bihar,113.66,175.63,110.81,111.65,100.61,178.51,220.7785714285714,17,6,2026,7.840000000000003,-46.78,0,83.2029,73.03
2026-06-29,Mango,Mallika,Bhagalpur APMC,Bihar,103.25,149.17,113.66,113.61,109.75,175.63,208.27857142857144,18,6,2026,-10.769999999999996,-35.150000000000006,0,83.0773,59.14
2015-05-04,Mango,Mallika,Ranchi APMC,Jharkhand,85.29,285.16,,,,,285.16,10,5,2015,,,1,66.7145,71.4
2015-05-11,Mango,Mallika,Ranchi APMC,Jharkhand,89.2,294.39,85.29,,,285.16,289.775,11,5,2015,,,1,66.5633,75.37
2015-05-18,Mango,Mallika,Ranchi APMC,Jharkhand,97.48,292.86,89.2,,,294.39,290.80333333333334,12,5,2015,,,1,66.8825,68.07
2015-05-25,Mango,Mallika,Ranchi APMC,Jharkhand,93.48,292.84,97.48,,,292.86,291.3125,13,5,2015,,,1,66.9524,79.33
2015-06-01,Mango,Mallika,Ranchi APMC,Jharkhand,93.47,296.27,93.48,,,292.84,292.304,14,6,2015,,,1,66.3199,67.28
2015-06-08,Mango,Mallika,Ranchi APMC,Jharkhand,86.52,249.75,93.47,,,296.27,285.21166666666664,15,6,2015,,,1,66.259,65.24
2015-06-15,Mango,Mallika,Ranchi APMC,Jharkhand,87.5,225.39,86.52,,,249.75,276.6657142857143,16,6,2015,,,1,66.3652,65.08
2015-06-22,Mango,Mallika,Ranchi APMC,Jharkhand,93.82,179.27,87.5,85.29,,225.39,261.5385714285714,17,6,2015,,,1,66.4392,63.28
2015-06-29,Mango,Mallika,Ranchi APMC,Jharkhand,78.9,173.07,93.82,89.2,,179.27,244.20714285714286,18,6,2015,,,1,66.3121,63.34
2016-05-02,Mango,Mallika,Ranchi APMC,Jharkhand,86.54,224.11,78.9,97.48,,173.07,234.38571428571427,9,5,2016,,,0,68.7319,70.83
2016-05-09,Mango,Mallika,Ranchi APMC,Jharkhand,86.92,244.18,86.54,93.48,,224.11,227.43428571428572,10,5,2016,1.6299999999999955,-40.98000000000002,0,68.5579,69.76
2016-05-16,Mango,Mallika,Ranchi APMC,Jharkhand,88.65,258.7,86.92,93.47,,244.18,222.06714285714287,11,5,2016,-0.5499999999999972,-35.69,0,68.3007,72.25
2016-05-23,Mango,Mallika,Ranchi APMC,Jharkhand,89.58,261.05,88.65,86.52,,258.7,223.68142857142857,12,5,2016,-7.900000000000006,-31.810000000000002,0,67.6337,74.76
2016-05-30,Mango,Mallika,Ranchi APMC,Jharkhand,89.13,247.16,89.58,87.5,,261.05,226.7914285714286,13,5,2016,-4.3500000000000085,-45.67999999999998,0,68.2832,73.56
2016-06-06,Mango,Mallika,Ranchi APMC,Jharkhand,88.82,215.44,89.13,93.82,85.29,247.16,231.95857142857145,14,6,2016,-4.650000000000006,-80.82999999999998,0,68.126,64.24
2016-06-13,Mango,Mallika,Ranchi APMC,Jharkhand,89.93,188.23,88.82,78.9,89.2,215.44,234.1242857142857,15,6,2016,3.410000000000011,-61.52000000000001,0,67.6344,64.11
2016-06-20,Mango,Mallika,Ranchi APMC,Jharkhand,91.63,174.62,89.93,86.54,97.48,188.23,227.05428571428573,16,6,2016,4.1299999999999955,-50.76999999999998,0,67.3089,58.24
2016-06-27,Mango,Mallika,Ranchi APMC,Jharkhand,79.59,155.1,91.63,86.92,93.48,174.62,214.32857142857142,17,6,2016,-14.22999999999999,-24.170000000000016,0,67.7445,66.67
2017-05-01,Mango,Mallika,Ranchi APMC,Jharkhand,85.24,252.37,79.59,88.65,93.47,155.1,213.42428571428573,9,5,2017,6.339999999999989,79.30000000000001,1,69.7823,72.12
2017-05-08,Mango,Mallika,Ranchi APMC,Jharkhand,89.72,269.2,85.24,89.58,86.52,252.37,214.5885714285714,10,5,2017,3.1799999999999926,45.089999999999975,1,69.4187,76.12
2017-05-15,Mango,Mallika,Ranchi APMC,Jharkhand,88.9,293.01,89.72,89.13,87.5,269.2,221.1385714285714,11,5,2017,1.980000000000004,48.829999999999984,1,69.9831,74.4
2017-05-22,Mango,Mallika,Ranchi APMC,Jharkhand,88.9,306.19,88.9,88.82,93.82,293.01,234.10285714285712,12,5,2017,0.25,47.49000000000001,1,69.1857,77.25
2017-05-29,Mango,Mallika,Ranchi APMC,Jharkhand,93.51,272.27,88.9,89.93,78.9,306.19,246.1085714285714,13,5,2017,3.930000000000007,11.21999999999997,1,70.2227,73.84
2017-06-05,Mango,Mallika,Ranchi APMC,Jharkhand,96.9,260.86,93.51,91.63,86.54,272.27,258.42857142857144,14,6,2017,7.77000000000001,13.700000000000017,1,69.488,62.32
2017-06-12,Mango,Mallika,Ranchi APMC,Jharkhand,87.96,241.2,96.9,79.59,86.92,260.86,270.7285714285714,15,6,2017,-0.8599999999999994,25.75999999999999,1,69.6362,70.93
2017-06-19,Mango,Mallika,Ranchi APMC,Jharkhand,95.13,198.82,87.96,85.24,88.65,241.2,263.0785714285714,16,6,2017,5.199999999999989,10.590000000000003,1,69.6852,62.92
2017-06-26,Mango,Mallika,Ranchi APMC,Jharkhand,88.99,197.59,95.13,89.72,89.58,198.82,252.8485714285714,17,6,2017,-2.6400000000000006,22.97,1,68.9878,69.16
2018-05-07,Mango,Mallika,Ranchi APMC,Jharkhand,97.23,219.31,88.99,88.9,89.13,197.59,242.31999999999996,10,5,2018,17.64,64.21000000000001,0,71.5272,71.07
2018-05-14,Mango,Mallika,Ranchi APMC,Jharkhand,85.9,243.53,97.23,88.9,88.82,219.31,233.3685714285714,11,5,2018,0.6600000000000108,-8.840000000000003,0,71.4458,79.22
2018-05-21,Mango,Mallika,Ranchi APMC,Jharkhand,92.61,245.82,85.9,93.51,89.93,243.53,229.59,12,5,2018,2.8900000000000006,-23.379999999999995,0,71.5928,75.76
2018-05-28,Mango,Mallika,Ranchi APMC,Jharkhand,88.65,239.58,92.61,96.9,91.63,245.82,226.54999999999998,13,5,2018,-0.25,-53.42999999999998,0,71.0363,70.08
2018-06-04,Mango,Mallika,Ranchi APMC,Jharkhand,94.51,235.52,88.65,87.96,79.59,239.58,225.73857142857145,14,6,2018,5.609999999999999,-70.66999999999999,0,71.5252,72.5
2018-06-11,Mango,Mallika,Ranchi APMC,Jharkhand,95.45,197.98,94.51,95.13,85.24,235.52,225.6185714285714,15,6,2018,1.9399999999999977,-74.28999999999999,0,71.1614,62.74
2018-06-18,Mango,Mallika,Ranchi APMC,Jharkhand,85.45,183.07,95.45,88.99,89.72,197.98,223.5442857142857,16,6,2018,-11.450000000000003,-77.79000000000002,0,70.6807,71.09
2018-06-25,Mango,Mallika,Ranchi APMC,Jharkhand,84.98,169.71,85.45,97.23,88.9,183.07,216.45857142857145,17,6,2018,-2.9799999999999898,-71.48999999999998,0,70.9776,65.71
2019-05-06,Mango,Mallika,Ranchi APMC,Jharkhand,90.26,264.68,84.98,85.9,88.9,169.71,219.48,10,5,2019,-4.86999999999999,65.86000000000001,1,72.8803,76.6
2019-05-13,Mango,Mallika,Ranchi APMC,Jharkhand,89.74,270.28,90.26,92.61,93.51,264.68,222.9742857142857,11,5,2019,0.75,72.68999999999997,1,72.9037,79.45
2019-05-20,Mango,Mallika,Ranchi APMC,Jharkhand,98.77,303.7,89.74,88.65,96.9,270.28,232.1342857142857,12,5,2019,1.539999999999992,84.38999999999999,1,72.9429,76.65
2019-05-27,Mango,Mallika,Ranchi APMC,Jharkhand,85.17,315.19,98.77,94.51,87.96,303.7,243.5157142857143,13,5,2019,-0.730000000000004,71.66,1,72.5939,72.15
2019-06-03,Mango,Mallika,Ranchi APMC,Jharkhand,84.67,269.15,85.17,95.45,95.13,315.19,253.68285714285713,14,6,2019,-7.939999999999998,23.329999999999984,1,72.8634,64.24
